id,creator_id,action_id,owner_contact_id,description,due_date,decision_made,status,progress,gyr,urls,created_at,updated_at
1997,,1049,596.0,,2023-08-31,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
1998,,1050,597.0,,2023-08-31,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
1999,,1051,597.0,,2023-08-31,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
2000,,1052,598.0,,2023-09-11,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
2001,,1053,595.0,,2023-09-02,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
2002,,1054,595.0,,2023-09-09,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
2003,,1055,596.0,,2023-09-27,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
2004,,1056,597.0,,2023-09-27,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
2005,,1057,598.0,,2023-09-29,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
2006,,1058,598.0,,2023-09-29,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
2007,,1059,595.0,,2023-10-04,0,open,0,green,,2023-08-30 11:08:12,2023-08-30 11:08:12
2023,,1075,595.0,,2023-08-26,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2024,,1076,595.0,,2023-08-28,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2025,,1077,595.0,,2023-08-28,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2026,,1078,595.0,,2023-08-28,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2027,,1079,596.0,,2023-08-31,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2028,,1080,597.0,,2023-08-31,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2029,,1081,597.0,,2023-08-31,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2030,,1082,598.0,,2023-09-11,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2031,,1083,595.0,,2023-09-02,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2032,,1084,595.0,,2023-09-09,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2033,,1085,596.0,,2023-09-27,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2034,,1086,597.0,,2023-09-27,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2035,,1087,598.0,,2023-09-29,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2036,,1088,598.0,,2023-09-29,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2037,,1089,595.0,,2023-10-04,0,open,0,green,,2023-08-31 08:09:40,2023-08-31 08:09:40
2093,,1145,595.0,,2023-08-26,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2094,,1146,595.0,,2023-08-28,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2095,,1147,595.0,,2023-08-28,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2096,,1148,595.0,,2023-08-28,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2097,,1149,596.0,,2023-08-31,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2098,,1150,597.0,,2023-08-31,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2099,,1151,597.0,,2023-08-31,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2100,,1152,598.0,,2023-09-11,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2101,,1153,595.0,,2023-09-02,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2102,,1154,595.0,,2023-09-09,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2103,,1155,596.0,,2023-09-27,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2104,,1156,597.0,,2023-09-27,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2105,,1157,598.0,,2023-09-29,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2106,,1158,598.0,,2023-09-29,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2107,,1159,595.0,,2023-10-04,0,open,0,green,,2023-08-31 08:30:24,2023-08-31 08:30:24
2108,,935,588.0,Gggggggg,2023-09-29,0,open,20,yellow,,2023-09-06 07:13:21,2023-09-06 07:13:21
2109,,313,260.0,"The success of a project is achieving the measurable objectives for time scope and cost. More critical for the organization is the planned outcomes of the project and the expected measurable goals like reducing time, saving money, or increasing sales. The success of a project is achieving the measurable objectives for time scope and",2023-08-25,0,open,60,red,,2023-09-11 08:19:32,2023-09-11 08:19:32
2110,,313,260.0,"The success of a project is achieving the measurable objectives for time scope and cost. More critical for the organization is the planned outcomes of the project and the expected measurable goals like reducing time, saving money, or increasing sales. The success of a project is achieving the measurable objectives for time scope and cost. More critical for the organization is the planned",2023-08-25,0,open,60,red,,2023-09-11 08:19:48,2023-09-11 08:19:48
2111,,314,260.0,we decided on the system to use and will continue to ensure this gets in,2023-08-31,1,done,55,green,,2023-09-11 08:21:42,2023-09-11 08:21:42
2113,,339,284.0,"Hey there! I wanted to reach out and thank you for your interest in our company. If you haven't already, I highly recommend following us on LinkedIn for updates on our latest company news and job opportunities. It's a great way to stay connected and engaged with our team. Thanks again for your support!  Hey there! I wanted to reach out and thank you for your interest in our company. If you haven't already, I highly recommend following us on LinkedIn for",2023-08-23,0,done,20,red,,2023-09-13 11:06:08,2023-09-13 11:06:08
2114,,339,284.0,"Hey there! I wanted to reach out and thank you for your interest in our company. If you haven't already, I highly recommend following us on LinkedIn for updates on our latest company news and job opportunities. It's a great way to stay connected and engaged with our team. Thanks again for your support! Hey there! I wanted to reach out and thank you for your interest in our company. If you haven't already, I highly recommend following us on LinkedIn for",2023-08-23,0,done,20,red,,2023-09-13 11:06:26,2023-09-13 11:06:26
2115,,346,513.0,almost done,2023-07-05,0,done,90,green,,2023-09-13 11:10:45,2023-09-13 11:10:45
2116,,344,269.0,,2023-12-21,0,open,0,green,,2023-09-18 06:35:35,2023-09-18 06:35:35
2117,,1043,602.0,,2023-09-14,0,open,0,green,,2023-09-18 06:40:51,2023-09-18 06:40:51
2118,,1041,594.0,,2024-01-01,0,open,0,green,,2023-09-18 06:41:11,2023-09-18 06:41:11
2119,,1042,594.0,,2023-09-01,0,open,0,green,,2023-09-18 06:41:28,2023-09-18 06:41:28
2120,,1042,602.0,,2023-09-01,0,open,0,green,,2023-09-18 06:41:39,2023-09-18 06:41:39
2121,,1044,602.0,,2023-07-29,0,open,0,green,,2023-09-18 06:41:48,2023-09-18 06:41:48
2122,,1041,602.0,,2024-01-01,0,open,0,green,,2023-09-18 06:42:01,2023-09-18 06:42:01
2123,,1043,602.0,action moved to new owner Steve Gmail.,2023-09-14,0,open,0,green,,2023-09-18 06:46:01,2023-09-18 06:46:01
2124,,1044,602.0,update,2023-09-27,0,open,20,green,,2023-09-22 10:12:18,2023-09-22 10:12:18
2145,,1180,603.0,,2023-10-26,0,open,0,green,,2023-10-10 06:24:37,2023-10-10 06:24:37
2146,,339,612.0,"Hey there! I wanted to reach out and thank you for your interest in our company. If you haven't already, I highly recommend following us on LinkedIn for updates on our latest company news and job opportunities. It's a great way to stay connected and engaged with our team. Thanks again for your support! Hey there! I wanted to reach out and thank you for your interest in our company. If you haven't already, I highly recommend following us on LinkedIn for",2023-08-23,0,done,20,red,,2023-10-17 07:00:34,2023-10-17 07:00:34
2147,,340,612.0,still working,2023-09-27,0,open,25,green,,2023-10-17 07:00:58,2023-10-17 07:00:58
2148,,844,513.0,its ok im working on it,2023-11-30,0,open,25,yellow,,2023-10-17 07:20:44,2023-10-17 07:20:44
2149,,340,612.0,"still ok, but need help",2023-09-27,0,open,25,red,,2023-10-17 07:23:38,2023-10-17 07:23:38
2150,,339,612.0,done,2023-08-23,0,closed,100,green,,2023-10-17 07:25:07,2023-10-17 07:25:07
2151,,1181,613.0,,2023-10-25,0,open,0,green,,2023-10-17 12:32:26,2023-10-17 12:32:26
2152,,1182,613.0,,2023-11-01,0,open,0,green,,2023-10-17 12:33:48,2023-10-17 12:33:48
2153,,1183,613.0,,2023-10-25,0,open,0,green,,2023-10-17 12:34:58,2023-10-17 12:34:58
2154,,1181,613.0,most of the windows have been framed properly so job is going well so far.,2023-10-25,0,open,25,green,,2023-10-17 12:35:44,2023-10-17 12:35:44
2155,,1184,613.0,,2023-10-20,0,open,0,green,,2023-10-17 12:38:45,2023-10-17 12:38:45
2156,,1184,613.0,,2023-10-20,0,open,0,red,,2023-10-17 12:40:04,2023-10-17 12:40:04
2157,,340,612.0,"still ok, but need help",2023-10-18,0,open,25,red,,2023-10-18 06:30:01,2023-10-18 06:30:01
2158,,338,274.0,done and i'll call shipper,2023-10-20,0,open,0,green,,2023-10-18 06:30:37,2023-10-18 06:30:37
2159,,339,612.0,done,2023-10-24,0,open,80,red,,2023-10-18 06:31:15,2023-10-18 06:31:15
2160,,335,284.0,decision to extend approved by VP,2023-09-20,1,done,30,green,,2023-10-24 08:28:32,2023-10-24 08:28:32
2161,,1185,594.0,,2023-11-24,0,open,0,green,,2023-11-07 07:38:20,2023-11-07 07:38:20
2162,,1043,602.0,action moved to new owner Steve Gmail.,2023-09-14,0,open,25,red,,2023-11-07 07:38:31,2023-11-07 07:38:31
2163,,1042,602.0,next steps?,2024-04-18,0,open,20,yellow,,2023-11-07 07:39:01,2023-11-07 07:39:01
2164,,1043,602.0,action moved to new owner Steve Gmail.,2023-11-06,0,open,25,red,,2023-11-07 07:39:25,2023-11-07 07:39:25
2165,,829,264.0,new results still to come,2024-02-08,0,open,30,yellow,,2023-11-07 07:46:48,2023-11-07 07:46:48
2166,,313,260.0,"The success of a project is achieving the measurable objectives for time scope and cost. More critical for the organization is the planned outcomes of the project and the expected measurable goals like reducing time, saving money, or increasing sales. The success of a project is achieving the measurable objectives for time scope and cost. More critical for the organization is the planned",2023-12-08,0,open,65,yellow,,2023-11-07 07:47:10,2023-11-07 07:47:10
2167,,318,242.0,We continue to work on this,2024-02-07,0,open,65,yellow,,2023-11-07 07:48:15,2023-11-07 07:48:15
2168,,317,241.0,trying to understand what they are asking for so need nmore time,2023-11-09,0,open,30,green,,2023-11-07 07:48:31,2023-11-07 07:48:31
2169,,946,234.0,,2023-11-07,0,open,0,green,,2023-11-07 07:49:59,2023-11-07 07:49:59
2170,,946,234.0,,2023-11-07,0,open,25,green,,2023-11-07 07:51:31,2023-11-07 07:51:31
2171,,946,234.0,,2023-11-07,0,open,25,green,,2023-11-07 07:52:12,2023-11-07 07:52:12
2172,,309,260.0,we decided to go with a different tech. Ted said change.,2023-10-10,1,done,90,green,,2023-11-07 07:52:47,2023-11-07 07:52:47
2173,,314,260.0,we decided on the system to use and will continue to ensure this gets in,2023-08-31,1,open,55,green,,2023-11-07 07:54:23,2023-11-07 07:54:23
2174,,309,260.0,we decided to go with a different tech. Ted said change.,2023-10-10,1,open,90,green,,2023-11-07 07:54:30,2023-11-07 07:54:30
2175,,314,260.0,we decided on the system to use and will continue to ensure this gets in,2023-08-31,1,done,100,green,,2023-11-07 07:54:50,2023-11-07 07:54:50
2176,,339,612.0,all ads done but social still to launch,2023-10-24,0,open,85,green,,2023-11-07 09:16:06,2023-11-07 09:16:06
2177,,1186,266.0,,2023-11-17,0,open,0,green,,2023-11-07 09:17:00,2023-11-07 09:17:00
2178,,309,260.0,we decided to go with a different tech. Ted said change.,2023-11-10,1,open,85,yellow,,2023-11-08 06:42:47,2023-11-08 06:42:47
2179,,340,612.0,ok now,2023-11-10,0,open,95,green,,2023-11-08 06:49:59,2023-11-08 06:49:59
2180,,829,264.0,new results still to come,2024-02-08,0,done,30,yellow,,2023-11-08 10:04:22,2023-11-08 10:04:22
2181,,946,234.0,,2023-11-07,0,closed,25,green,,2023-11-08 10:04:39,2023-11-08 10:04:39
2182,,1185,594.0,,2023-11-24,0,done,0,green,,2023-11-14 06:45:42,2023-11-14 06:45:42
2183,,1044,602.0,update,2023-09-27,0,done,30,green,,2023-11-14 06:45:54,2023-11-14 06:45:54
2184,,1042,602.0,next steps?,2024-04-18,0,done,20,yellow,,2023-11-14 06:46:01,2023-11-14 06:46:01
2185,,1043,602.0,action moved to new owner Steve Gmail.,2023-11-06,0,done,25,red,,2023-11-14 06:46:06,2023-11-14 06:46:06
2186,,1041,602.0,,2024-01-01,0,done,0,green,,2023-11-14 06:46:36,2023-11-14 06:46:36
2187,,337,513.0,need to verify acceptance,2023-11-23,0,open,35,yellow,,2023-11-16 11:06:16,2023-11-16 11:06:16
2188,,340,612.0,ok now,2023-11-10,0,done,95,green,,2023-11-16 12:40:02,2023-11-16 12:40:02
2189,,1187,616.0,,2023-11-16,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2190,,1188,616.0,,2023-11-18,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2191,,1189,616.0,,2023-11-18,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2192,,1190,,,2023-11-21,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2193,,1191,,,2023-11-21,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2194,,1192,,,2023-11-21,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2195,,1193,617.0,,2023-11-20,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2196,,1194,616.0,,2023-11-23,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2197,,1195,616.0,,2023-11-30,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2198,,1196,,,2023-11-25,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2199,,1197,,,2023-11-25,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2200,,1198,617.0,,2023-11-29,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2201,,1199,617.0,,2023-11-30,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2202,,1200,616.0,,2023-12-05,0,open,0,green,,2023-11-16 12:46:43,2023-11-16 12:46:43
2203,,1186,266.0,,2023-11-17,0,done,25,green,,2023-11-22 09:59:18,2023-11-22 09:59:18
2204,,1199,617.0,,2023-11-30,0,done,0,red,,2023-11-22 10:00:23,2023-11-22 10:00:23
2205,,1197,,,2023-11-25,0,done,0,green,,2023-11-22 10:00:40,2023-11-22 10:00:40
2206,,1201,618.0,,2023-11-03,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2207,,1202,618.0,,2023-11-12,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2208,,1203,618.0,,2023-11-22,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2209,,1204,619.0,,2023-11-27,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2210,,1205,620.0,,2023-12-05,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2211,,1206,621.0,,2023-12-10,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2212,,1207,622.0,,2023-12-14,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2213,,1208,620.0,,2023-01-22,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2214,,1209,621.0,,2023-02-07,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2215,,1210,621.0,,2023-02-22,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2216,,1211,618.0,,2023-02-24,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2217,,1212,,,2023-03-11,0,open,0,green,,2023-11-22 10:58:09,2023-11-22 10:58:09
2218,,339,612.0,all ads done but social still to launch,2023-10-24,0,open,20,yellow,,2023-11-27 09:52:04,2023-11-27 09:52:04
2219,,1213,623.0,,2023-11-14,0,open,0,green,,2023-11-28 06:12:52,2023-11-28 06:12:52
2220,,1214,,,2023-11-16,0,open,0,green,,2023-11-28 06:12:52,2023-11-28 06:12:52
2221,,1215,624.0,,2023-11-16,0,open,0,green,,2023-11-28 06:12:52,2023-11-28 06:12:52
2222,,1216,625.0,,2023-11-19,0,open,0,green,,2023-11-28 06:12:52,2023-11-28 06:12:52
